TestID,CellID,CCID,BWPID,Frame,Slot,Symbol,CommonDirection,DedicatedDirection,ResolvedDirection,ResolutionSource,AllocationOwner,Status
TDD-001,0,0,0,0,3,1,D,,D,common,,PASS
TDD-001,0,0,0,0,3,2,D,,D,common,,PASS
TDD-001,0,0,0,0,3,3,D,,D,common,,PASS
TDD-001,0,0,0,0,3,4,D,,D,common,,PASS
TDD-001,0,0,0,0,3,5,D,,D,common,,PASS
TDD-001,0,0,0,0,3,6,D,,D,common,,PASS
TDD-001,0,0,0,0,3,7,D,,D,common,,PASS
TDD-001,0,0,0,0,3,8,D,,D,common,,PASS
TDD-001,0,0,0,0,3,9,D,,D,common,,PASS
TDD-001,0,0,0,0,3,10,D,,D,common,,PASS
TDD-001,0,0,0,0,3,11,D,,D,common,,PASS
TDD-001,0,0,0,0,3,12,D,,D,common,,PASS
TDD-001,0,0,0,0,3,13,D,,D,common,,PASS
TDD-001,0,0,0,0,4,0,D,,D,common,,PASS
TDD-001,0,0,0,0,4,1,D,,D,common,,PASS
TDD-001,0,0,0,0,4,2,D,,D,common,,PASS
TDD-001,0,0,0,0,4,3,D,,D,common,,PASS
TDD-001,0,0,0,0,4,4,D,,D,common,,PASS
TDD-001,0,0,0,0,4,5,D,,D,common,,PASS
TDD-001,0,0,0,0,4,6,D,,D,common,,PASS
TDD-001,0,0,0,0,4,7,D,,D,common,,PASS
TDD-001,0,0,0,0,4,8,D,,D,common,,PASS
TDD-001,0,0,0,0,4,9,D,,D,common,,PASS
TDD-001,0,0,0,0,4,10,D,,D,common,,PASS
TDD-001,0,0,0,0,4,11,D,,D,common,,PASS
TDD-001,0,0,0,0,4,12,D,,D,common,,PASS
TDD-001,0,0,0,0,4,13,D,,D,common,,PASS
TDD-001,0,0,0,0,5,0,D,,D,common,,PASS
TDD-001,0,0,0,0,5,1,D,,D,common,,PASS
TDD-001,0,0,0,0,5,2,D,,D,common,,PASS
TDD-001,0,0,0,0,5,3,D,,D,common,,PASS
TDD-001,0,0,0,0,5,4,D,,D,common,,PASS
TDD-001,0,0,0,0,5,5,D,,D,common,,PASS
TDD-001,0,0,0,0,5,6,D,,D,common,,PASS
TDD-001,0,0,0,0,5,7,D,,D,common,,PASS
TDD-001,0,0,0,0,5,8,D,,D,common,,PASS
TDD-001,0,0,0,0,5,9,D,,D,common,,PASS
TDD-001,0,0,0,0,5,10,D,,D,common,,PASS
TDD-001,0,0,0,0,5,11,D,,D,common,,PASS
TDD-001,0,0,0,0,5,12,D,,D,common,,PASS
TDD-001,0,0,0,0,5,13,D,,D,common,,PASS
TDD-001,0,0,0,0,6,0,D,,D,common,,PASS
TDD-001,0,0,0,0,6,1,D,,D,common,,PASS
TDD-001,0,0,0,0,6,2,D,,D,common,,PASS
TDD-001,0,0,0,0,6,3,D,,D,common,,PASS
TDD-001,0,0,0,0,6,4,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-001,0,0,0,0,6,5,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-001,0,0,0,0,6,6,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-001,0,0,0,0,6,7,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-001,0,0,0,0,6,8,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-001,0,0,0,0,6,9,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-001,0,0,0,0,6,10,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-001,0,0,0,0,6,11,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-001,0,0,0,0,6,12,U,,U,common,,PASS
TDD-001,0,0,0,0,6,13,U,,U,common,,PASS
TDD-001,0,0,0,0,7,0,U,,U,common,,PASS
TDD-001,0,0,0,0,7,1,U,,U,common,,PASS
TDD-001,0,0,0,0,7,2,U,,U,common,,PASS
TDD-001,0,0,0,0,7,3,U,,U,common,,PASS
TDD-001,0,0,0,0,7,4,U,,U,common,,PASS
TDD-001,0,0,0,0,7,5,U,,U,common,,PASS
TDD-001,0,0,0,0,7,6,U,,U,common,,PASS
TDD-001,0,0,0,0,7,7,U,,U,common,,PASS
TDD-001,0,0,0,0,7,8,U,,U,common,,PASS
TDD-001,0,0,0,0,7,9,U,,U,common,,PASS
TDD-001,0,0,0,0,7,10,U,,U,common,,PASS
TDD-001,0,0,0,0,7,11,U,,U,common,,PASS
TDD-001,0,0,0,0,7,12,U,,U,common,,PASS
TDD-001,0,0,0,0,7,13,U,,U,common,,PASS
TDD-001,0,0,0,0,8,0,U,,U,common,,PASS
TDD-001,0,0,0,0,8,1,U,,U,common,,PASS
TDD-001,0,0,0,0,8,2,U,,U,common,,PASS
TDD-001,0,0,0,0,8,3,U,,U,common,,PASS
TDD-001,0,0,0,0,8,4,U,,U,common,,PASS
TDD-001,0,0,0,0,8,5,U,,U,common,,PASS
TDD-001,0,0,0,0,8,6,U,,U,common,,PASS
TDD-001,0,0,0,0,8,7,U,,U,common,,PASS
TDD-001,0,0,0,0,8,8,U,,U,common,,PASS
TDD-001,0,0,0,0,8,9,U,,U,common,,PASS
TDD-001,0,0,0,0,8,10,U,,U,common,,PASS
TDD-001,0,0,0,0,8,11,U,,U,common,,PASS
TDD-001,0,0,0,0,8,12,U,,U,common,,PASS
TDD-001,0,0,0,0,8,13,U,,U,common,,PASS
TDD-001,0,0,0,0,9,0,U,,U,common,,PASS
TDD-001,0,0,0,0,9,1,U,,U,common,,PASS
TDD-001,0,0,0,0,9,2,U,,U,common,,PASS
TDD-001,0,0,0,0,9,3,U,,U,common,,PASS
TDD-001,0,0,0,0,9,4,U,,U,common,,PASS
TDD-001,0,0,0,0,9,5,U,,U,common,,PASS
TDD-001,0,0,0,0,9,6,U,,U,common,,PASS
TDD-001,0,0,0,0,9,7,U,,U,common,,PASS
TDD-001,0,0,0,0,9,8,U,,U,common,,PASS
TDD-001,0,0,0,0,9,9,U,,U,common,,PASS
TDD-001,0,0,0,0,9,10,U,,U,common,,PASS
TDD-001,0,0,0,0,9,11,U,,U,common,,PASS
TDD-001,0,0,0,0,9,12,U,,U,common,,PASS
TDD-001,0,0,0,0,9,13,U,,U,common,,PASS
TDD-002,0,0,0,0,0,0,D,,D,common,,PASS
TDD-002,0,0,0,0,0,1,D,,D,common,,PASS
TDD-002,0,0,0,0,0,2,D,,D,common,,PASS
TDD-002,0,0,0,0,0,3,D,,D,common,,PASS
TDD-002,0,0,0,0,0,4,D,,D,common,,PASS
TDD-002,0,0,0,0,0,5,D,,D,common,,PASS
TDD-002,0,0,0,0,0,6,D,,D,common,,PASS
TDD-002,0,0,0,0,0,7,D,,D,common,,PASS
TDD-002,0,0,0,0,0,8,D,,D,common,,PASS
TDD-002,0,0,0,0,0,9,D,,D,common,,PASS
TDD-002,0,0,0,0,0,10,D,,D,common,,PASS
TDD-002,0,0,0,0,0,11,D,,D,common,,PASS
TDD-002,0,0,0,0,0,12,D,,D,common,,PASS
TDD-002,0,0,0,0,0,13,D,,D,common,,PASS
TDD-002,0,0,0,0,1,0,D,,D,common,,PASS
TDD-002,0,0,0,0,1,1,D,,D,common,,PASS
TDD-002,0,0,0,0,1,2,D,,D,common,,PASS
TDD-002,0,0,0,0,1,3,D,,D,common,,PASS
TDD-002,0,0,0,0,1,4,D,,D,common,,PASS
TDD-002,0,0,0,0,1,5,D,,D,common,,PASS
TDD-002,0,0,0,0,1,6,D,,D,common,,PASS
TDD-002,0,0,0,0,1,7,D,,D,common,,PASS
TDD-002,0,0,0,0,1,8,D,,D,common,,PASS
TDD-002,0,0,0,0,1,9,D,,D,common,,PASS
TDD-002,0,0,0,0,1,10,D,,D,common,,PASS
TDD-002,0,0,0,0,1,11,D,,D,common,,PASS
TDD-002,0,0,0,0,1,12,D,,D,common,,PASS
TDD-002,0,0,0,0,1,13,D,,D,common,,PASS
TDD-002,0,0,0,0,2,0,D,,D,common,,PASS
TDD-002,0,0,0,0,2,1,D,,D,common,,PASS
TDD-002,0,0,0,0,2,2,D,,D,common,,PASS
TDD-002,0,0,0,0,2,3,D,,D,common,,PASS
TDD-002,0,0,0,0,2,4,D,,D,common,,PASS
TDD-002,0,0,0,0,2,5,D,,D,common,,PASS
TDD-002,0,0,0,0,2,6,D,,D,common,,PASS
TDD-002,0,0,0,0,2,7,D,,D,common,,PASS
TDD-002,0,0,0,0,2,8,D,,D,common,,PASS
TDD-002,0,0,0,0,2,9,D,,D,common,,PASS
TDD-002,0,0,0,0,2,10,D,,D,common,,PASS
TDD-002,0,0,0,0,2,11,D,,D,common,,PASS
TDD-002,0,0,0,0,2,12,D,,D,common,,PASS
TDD-002,0,0,0,0,2,13,D,,D,common,,PASS
TDD-002,0,0,0,0,3,0,D,,D,common,,PASS
TDD-002,0,0,0,0,3,1,D,,D,common,,PASS
TDD-002,0,0,0,0,3,2,D,,D,common,,PASS
TDD-002,0,0,0,0,3,3,D,,D,common,,PASS
TDD-002,0,0,0,0,3,4,D,,D,common,,PASS
TDD-002,0,0,0,0,3,5,D,,D,common,,PASS
TDD-002,0,0,0,0,3,6,D,,D,common,,PASS
TDD-002,0,0,0,0,3,7,D,,D,common,,PASS
TDD-002,0,0,0,0,3,8,D,,D,common,,PASS
TDD-002,0,0,0,0,3,9,D,,D,common,,PASS
TDD-002,0,0,0,0,3,10,D,,D,common,,PASS
TDD-002,0,0,0,0,3,11,D,,D,common,,PASS
TDD-002,0,0,0,0,3,12,D,,D,common,,PASS
TDD-002,0,0,0,0,3,13,D,,D,common,,PASS
TDD-002,0,0,0,0,4,0,D,,D,common,,PASS
TDD-002,0,0,0,0,4,1,D,,D,common,,PASS
TDD-002,0,0,0,0,4,2,D,,D,common,,PASS
TDD-002,0,0,0,0,4,3,D,,D,common,,PASS
TDD-002,0,0,0,0,4,4,D,,D,common,,PASS
TDD-002,0,0,0,0,4,5,D,,D,common,,PASS
TDD-002,0,0,0,0,4,6,D,,D,common,,PASS
TDD-002,0,0,0,0,4,7,D,,D,common,,PASS
TDD-002,0,0,0,0,4,8,D,,D,common,,PASS
TDD-002,0,0,0,0,4,9,D,,D,common,,PASS
TDD-002,0,0,0,0,4,10,D,,D,common,,PASS
TDD-002,0,0,0,0,4,11,D,,D,common,,PASS
TDD-002,0,0,0,0,4,12,D,,D,common,,PASS
TDD-002,0,0,0,0,4,13,D,,D,common,,PASS
TDD-002,0,0,0,0,5,0,D,,D,common,,PASS
TDD-002,0,0,0,0,5,1,D,,D,common,,PASS
TDD-002,0,0,0,0,5,2,D,,D,common,,PASS
TDD-002,0,0,0,0,5,3,D,,D,common,,PASS
TDD-002,0,0,0,0,5,4,D,,D,common,,PASS
TDD-002,0,0,0,0,5,5,D,,D,common,,PASS
TDD-002,0,0,0,0,5,6,D,,D,common,,PASS
TDD-002,0,0,0,0,5,7,D,,D,common,,PASS
TDD-002,0,0,0,0,5,8,D,,D,common,,PASS
TDD-002,0,0,0,0,5,9,D,,D,common,,PASS
TDD-002,0,0,0,0,5,10,D,,D,common,,PASS
TDD-002,0,0,0,0,5,11,D,,D,common,,PASS
TDD-002,0,0,0,0,5,12,D,,D,common,,PASS
TDD-002,0,0,0,0,5,13,D,,D,common,,PASS
TDD-002,0,0,0,0,6,0,D,,D,common,,PASS
TDD-002,0,0,0,0,6,1,D,,D,common,,PASS
TDD-002,0,0,0,0,6,2,D,,D,common,,PASS
TDD-002,0,0,0,0,6,3,D,,D,common,,PASS
TDD-002,0,0,0,0,6,4,F,D,D,dedicated,,PASS
TDD-002,0,0,0,0,6,5,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-002,0,0,0,0,6,6,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-002,0,0,0,0,6,7,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-002,0,0,0,0,6,8,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-002,0,0,0,0,6,9,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-002,0,0,0,0,6,10,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-002,0,0,0,0,6,11,F,U,U,dedicated,,PASS
TDD-002,0,0,0,0,6,12,U,,U,common,,PASS
TDD-002,0,0,0,0,6,13,U,,U,common,,PASS
TDD-002,0,0,0,0,7,0,U,,U,common,,PASS
TDD-002,0,0,0,0,7,1,U,,U,common,,PASS
TDD-002,0,0,0,0,7,2,U,,U,common,,PASS
TDD-002,0,0,0,0,7,3,U,,U,common,,PASS
TDD-002,0,0,0,0,7,4,U,,U,common,,PASS
TDD-002,0,0,0,0,7,5,U,,U,common,,PASS
TDD-002,0,0,0,0,7,6,U,,U,common,,PASS
TDD-002,0,0,0,0,7,7,U,,U,common,,PASS
TDD-002,0,0,0,0,7,8,U,,U,common,,PASS
TDD-002,0,0,0,0,7,9,U,,U,common,,PASS
TDD-002,0,0,0,0,7,10,U,,U,common,,PASS
TDD-002,0,0,0,0,7,11,U,,U,common,,PASS
TDD-002,0,0,0,0,7,12,U,,U,common,,PASS
TDD-002,0,0,0,0,7,13,U,,U,common,,PASS
TDD-002,0,0,0,0,8,0,U,,U,common,,PASS
TDD-002,0,0,0,0,8,1,U,,U,common,,PASS
TDD-002,0,0,0,0,8,2,U,,U,common,,PASS
TDD-002,0,0,0,0,8,3,U,,U,common,,PASS
TDD-002,0,0,0,0,8,4,U,,U,common,,PASS
TDD-002,0,0,0,0,8,5,U,,U,common,,PASS
TDD-002,0,0,0,0,8,6,U,,U,common,,PASS
TDD-002,0,0,0,0,8,7,U,,U,common,,PASS
TDD-002,0,0,0,0,8,8,U,,U,common,,PASS
TDD-002,0,0,0,0,8,9,U,,U,common,,PASS
TDD-002,0,0,0,0,8,10,U,,U,common,,PASS
TDD-002,0,0,0,0,8,11,U,,U,common,,PASS
TDD-002,0,0,0,0,8,12,U,,U,common,,PASS
TDD-002,0,0,0,0,8,13,U,,U,common,,PASS
TDD-002,0,0,0,0,9,0,U,,U,common,,PASS
TDD-002,0,0,0,0,9,1,U,,U,common,,PASS
TDD-002,0,0,0,0,9,2,U,,U,common,,PASS
TDD-002,0,0,0,0,9,3,U,,U,common,,PASS
TDD-002,0,0,0,0,9,4,U,,U,common,,PASS
TDD-002,0,0,0,0,9,5,U,,U,common,,PASS
TDD-002,0,0,0,0,9,6,U,,U,common,,PASS
TDD-002,0,0,0,0,9,7,U,,U,common,,PASS
TDD-002,0,0,0,0,9,8,U,,U,common,,PASS
TDD-002,0,0,0,0,9,9,U,,U,common,,PASS
TDD-002,0,0,0,0,9,10,U,,U,common,,PASS
TDD-002,0,0,0,0,9,11,U,,U,common,,PASS
TDD-002,0,0,0,0,9,12,U,,U,common,,PASS
TDD-002,0,0,0,0,9,13,U,,U,common,,PASS
TDD-003,0,0,0,0,0,0,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,1,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,2,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,3,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,4,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,5,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,6,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,7,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,8,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,9,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,10,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,11,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,12,F,D,D,dedicated,,PASS
TDD-003,0,0,0,0,0,13,F,D,D,dedicated,,PASS
TDD-004,0,0,0,0,0,0,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,1,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,2,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,3,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,4,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,5,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,6,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,7,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,8,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,9,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,10,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,11,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,12,F,U,U,dedicated,,PASS
TDD-004,0,0,0,0,0,13,F,U,U,dedicated,,PASS
TDD-005,0,0,0,0,0,0,F,D,D,dedicated,,PASS
TDD-005,0,0,0,0,0,1,F,D,D,dedicated,,PASS
TDD-005,0,0,0,0,0,2,F,D,D,dedicated,,PASS
TDD-005,0,0,0,0,0,3,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-005,0,0,0,0,0,4,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-005,0,0,0,0,0,5,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-005,0,0,0,0,0,6,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-005,0,0,0,0,0,7,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-005,0,0,0,0,0,8,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-005,0,0,0,0,0,9,F,F,UNRESOLVED_FLEX,dedicated_flexible,,PASS
TDD-005,0,0,0,0,0,10,F,U,U,dedicated,,PASS
TDD-005,0,0,0,0,0,11,F,U,U,dedicated,,PASS
TDD-005,0,0,0,0,0,12,F,U,U,dedicated,,PASS
TDD-005,0,0,0,0,0,13,F,U,U,dedicated,,PASS
TDD-006,0,0,0,0,0,0,D,,D,common,,PASS
TDD-006,0,0,0,0,0,1,D,,D,common,,PASS
TDD-006,0,0,0,0,0,2,D,,D,common,,PASS
TDD-006,0,0,0,0,0,3,D,,D,common,,PASS
TDD-006,0,0,0,0,0,4,D,,D,common,,PASS
TDD-006,0,0,0,0,0,5,D,,D,common,,PASS
TDD-006,0,0,0,0,0,6,D,,D,common,,PASS
TDD-006,0,0,0,0,0,7,D,,D,common,,PASS
TDD-006,0,0,0,0,0,8,D,,D,common,,PASS
TDD-006,0,0,0,0,0,9,D,,D,common,,PASS
TDD-006,0,0,0,0,0,10,D,,D,common,,PASS
TDD-006,0,0,0,0,0,11,D,,D,common,,PASS
TDD-006,0,0,0,0,0,12,D,,D,common,,PASS
TDD-006,0,0,0,0,0,13,D,,D,common,,PASS
TDD-006,0,0,0,0,1,0,D,,D,common,,PASS
TDD-006,0,0,0,0,1,1,D,,D,common,,PASS
TDD-006,0,0,0,0,1,2,D,,D,common,,PASS
TDD-006,0,0,0,0,1,3,D,,D,common,,PASS
TDD-006,0,0,0,0,1,4,D,,D,common,,PASS
TDD-006,0,0,0,0,1,5,D,,D,common,,PASS
TDD-006,0,0,0,0,1,6,D,,D,common,,PASS
TDD-006,0,0,0,0,1,7,D,,D,common,,PASS
TDD-006,0,0,0,0,1,8,D,,D,common,,PASS
TDD-006,0,0,0,0,1,9,D,,D,common,,PASS
TDD-006,0,0,0,0,1,10,D,,D,common,,PASS
TDD-006,0,0,0,0,1,11,D,,D,common,,PASS
TDD-006,0,0,0,0,1,12,D,,D,common,,PASS
TDD-006,0,0,0,0,1,13,D,,D,common,,PASS
TDD-006,0,0,0,0,2,0,D,,D,common,,PASS
TDD-006,0,0,0,0,2,1,D,,D,common,,PASS
TDD-006,0,0,0,0,2,2,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,2,3,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,2,4,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,2,5,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,2,6,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,2,7,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,2,8,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,2,9,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,2,10,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,2,11,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,2,12,U,,U,common,,PASS
TDD-006,0,0,0,0,2,13,U,,U,common,,PASS
TDD-006,0,0,0,0,3,0,U,,U,common,,PASS
TDD-006,0,0,0,0,3,1,U,,U,common,,PASS
TDD-006,0,0,0,0,3,2,U,,U,common,,PASS
TDD-006,0,0,0,0,3,3,U,,U,common,,PASS
TDD-006,0,0,0,0,3,4,U,,U,common,,PASS
TDD-006,0,0,0,0,3,5,U,,U,common,,PASS
TDD-006,0,0,0,0,3,6,U,,U,common,,PASS
TDD-006,0,0,0,0,3,7,U,,U,common,,PASS
TDD-006,0,0,0,0,3,8,U,,U,common,,PASS
TDD-006,0,0,0,0,3,9,U,,U,common,,PASS
TDD-006,0,0,0,0,3,10,U,,U,common,,PASS
TDD-006,0,0,0,0,3,11,U,,U,common,,PASS
TDD-006,0,0,0,0,3,12,U,,U,common,,PASS
TDD-006,0,0,0,0,3,13,U,,U,common,,PASS
TDD-006,0,0,0,0,4,0,U,,U,common,,PASS
TDD-006,0,0,0,0,4,1,U,,U,common,,PASS
TDD-006,0,0,0,0,4,2,U,,U,common,,PASS
TDD-006,0,0,0,0,4,3,U,,U,common,,PASS
TDD-006,0,0,0,0,4,4,U,,U,common,,PASS
TDD-006,0,0,0,0,4,5,U,,U,common,,PASS
TDD-006,0,0,0,0,4,6,U,,U,common,,PASS
TDD-006,0,0,0,0,4,7,U,,U,common,,PASS
TDD-006,0,0,0,0,4,8,U,,U,common,,PASS
TDD-006,0,0,0,0,4,9,U,,U,common,,PASS
TDD-006,0,0,0,0,4,10,U,,U,common,,PASS
TDD-006,0,0,0,0,4,11,U,,U,common,,PASS
TDD-006,0,0,0,0,4,12,U,,U,common,,PASS
TDD-006,0,0,0,0,4,13,U,,U,common,,PASS
TDD-006,0,0,0,0,5,0,D,,D,common,,PASS
TDD-006,0,0,0,0,5,1,D,,D,common,,PASS
TDD-006,0,0,0,0,5,2,D,,D,common,,PASS
TDD-006,0,0,0,0,5,3,D,,D,common,,PASS
TDD-006,0,0,0,0,5,4,D,,D,common,,PASS
TDD-006,0,0,0,0,5,5,D,,D,common,,PASS
TDD-006,0,0,0,0,5,6,D,,D,common,,PASS
TDD-006,0,0,0,0,5,7,D,,D,common,,PASS
TDD-006,0,0,0,0,5,8,D,,D,common,,PASS
TDD-006,0,0,0,0,5,9,D,,D,common,,PASS
TDD-006,0,0,0,0,5,10,D,,D,common,,PASS
TDD-006,0,0,0,0,5,11,D,,D,common,,PASS
TDD-006,0,0,0,0,5,12,D,,D,common,,PASS
TDD-006,0,0,0,0,5,13,D,,D,common,,PASS
TDD-006,0,0,0,0,6,0,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,1,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,2,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,3,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,4,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,5,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,6,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,7,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,8,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,9,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,10,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,11,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,12,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,6,13,F,,UNRESOLVED_FLEX,common_flexible,,PASS
TDD-006,0,0,0,0,7,0,U,,U,common,,PASS
TDD-006,0,0,0,0,7,1,U,,U,common,,PASS
TDD-006,0,0,0,0,7,2,U,,U,common,,PASS
TDD-006,0,0,0,0,7,3,U,,U,common,,PASS
TDD-006,0,0,0,0,7,4,U,,U,common,,PASS
TDD-006,0,0,0,0,7,5,U,,U,common,,PASS
TDD-006,0,0,0,0,7,6,U,,U,common,,PASS
TDD-006,0,0,0,0,7,7,U,,U,common,,PASS
TDD-006,0,0,0,0,7,8,U,,U,common,,PASS
TDD-006,0,0,0,0,7,9,U,,U,common,,PASS
TDD-006,0,0,0,0,7,10,U,,U,common,,PASS
